edge_id,src,dst,num_segments,num_episodes,num_unique_starts,num_unique_terminations,min_h,median_h,mean_h,max_h,num_unique_start_goal_pairs,num_unique_episodes,support_density_per_episode,support_count,reverse_support_raw,reverse_support_certified,reverse_support_count,asymmetry,src_density,dst_density,src_bottleneck_score,dst_bottleneck_score,edge_bottleneck_score,cost,cost_support_unit
0,2,21,197,15,197,19,2,8.0,9.446700507614214,25,197,15,13.133333333333333,197,85,85,85,0.39716312056737446,0.00384,0.001335,0.49557695833984555,0.7000075364621832,0.7000075364621832,8.07124704998791,unique_starts
1,2,42,3,3,3,3,25,25.0,25.0,25,3,3,1.0,3,133,133,133,-0.9558823529411695,0.00384,0.002905,0.49557695833984555,0.49705178564663943,0.49705178564663943,25.577350269189626,unique_starts
2,2,43,129,8,91,13,3,10.0,10.542635658914728,25,129,8,16.125,129,0,0,0,0.9999999999999923,0.00384,0.00192,0.49557695833984555,0.4331654262548746,0.49557695833984555,10.104828483672192,unique_starts
3,2,144,82,6,34,19,1,4.0,4.414634146341464,10,82,6,13.666666666666666,82,352,352,352,-0.6221198156682013,0.00384,0.00326,0.49557695833984555,0.4284130917563028,0.49557695833984555,4.171498585142508,unique_starts
4,2,171,12,3,5,8,14,19.0,19.416666666666668,25,12,3,4.0,12,9,9,9,0.14285714285713608,0.00384,0.00343,0.49557695833984555,0.6091865893282263,0.6091865893282263,19.447213595499957,unique_starts
5,2,175,82,6,39,28,1,3.0,3.4146341463414633,7,82,6,13.666666666666666,82,162,162,162,-0.32786885245901504,0.00384,0.00503,0.49557695833984555,0.7573380297747923,0.7573380297747923,3.160128153805087,unique_starts
6,2,179,110,8,110,8,2,9.0,10.454545454545455,25,110,8,13.75,110,76,76,76,0.18279569892473022,0.00384,0.00165,0.49557695833984555,0.5689519284458886,0.5689519284458886,9.09534625892456,unique_starts
7,2,186,29,4,29,4,3,7.0,7.310344827586207,12,29,4,7.25,29,26,26,26,0.05454545454545355,0.00384,0.00126,0.49557695833984555,0.4246314878988181,0.49557695833984555,7.185695338177052,unique_starts
8,2,199,11,2,10,3,18,23.0,22.363636363636363,25,11,2,5.5,11,3,0,0,0.9999999999999091,0.00384,0.00268,0.49557695833984555,0.5690552560543798,0.5690552560543798,23.316227766016837,unique_starts
9,2,248,333,23,280,35,5,11.0,12.0,25,333,23,14.478260869565217,333,316,316,316,0.026194144838212592,0.00384,0.002135,0.49557695833984555,0.4551679911609592,0.49557695833984555,11.05976143046672,unique_starts
10,2,261,27,2,9,9,20,24.0,23.555555555555557,25,27,2,13.5,27,28,0,0,0.999999999999963,0.00384,0.003005,0.49557695833984555,0.3332476057918914,0.49557695833984555,24.333333333333332,unique_starts
