query_id,src,dst,reachable,path_edges_count,path_cost,path_nodes,path_edge_ids,ep_id,num_virtual_edges_used,num_real_option_edges_used,virtual_edge_ratio
0,158,212,True,3,68.06166264159782,158 218 216 212,-1 660 -1,0,2,1,0.6666666666666666
1,203,303,True,3,63.03977786420879,203 241 261 303,-1 891 -1,1,2,1,0.6666666666666666
2,1,12,True,3,73.10369516947304,1 5 8 12,-1 23 -1,2,2,1,0.6666666666666666
3,392,381,True,3,74.40824829046386,392 388 384 381,-1 1234 -1,3,2,1,0.6666666666666666
4,41,9,True,3,75.25819888974716,41 1 5 9,-1 2 -1,4,2,1,0.6666666666666666
5,347,353,True,3,69.0529256124025,347 389 391 353,-1 1247 -1,5,2,1,0.6666666666666666
6,283,384,True,3,74.2773500981126,283 306 367 384,-1 1068 -1,6,2,1,0.6666666666666666
7,367,292,True,3,72.06551217820804,367 391 352 292,-1 1259 -1,7,2,1,0.6666666666666666
8,381,392,True,3,75.57735026918962,381 384 388 392,-1 1216 -1,8,2,1,0.6666666666666666
9,384,383,True,1,25.0,384 383,-1,9,1,0,1.0
10,315,229,True,3,70.0780868809443,315 273 233 229,-1 964 -1,10,2,1,0.6666666666666666
11,238,132,False,0,inf,,,11,0,0,0.0
12,30,126,True,3,71.06523280730534,30 27 67 126,-1 132 -1,12,2,1,0.6666666666666666
13,223,340,True,3,70.07715167498105,223 241 281 340,-1 892 -1,13,2,1,0.6666666666666666
14,227,47,True,3,74.21821789023599,227 166 106 47,-1 382 -1,14,2,1,0.6666666666666666
15,387,301,True,3,74.20851441405708,387 346 305 301,-1 1167 -1,15,2,1,0.6666666666666666
16,300,366,True,3,74.13130643285973,300 303 306 366,-1 1048 -1,16,2,1,0.6666666666666666
17,227,312,True,4,79.22091234399298,227 230 231 252 312,-1 761 776 -1,17,2,2,0.5
18,124,7,True,3,70.17677669529664,124 107 66 7,-1 277 -1,18,2,1,0.6666666666666666
19,380,201,True,3,74.33333333333333,380 321 261 201,-1 1138 -1,19,2,1,0.6666666666666666
20,306,201,True,3,72.09491579957525,306 302 261 201,-1 1034 -1,20,2,1,0.6666666666666666
21,144,1,True,5,107.52971972687939,144 126 66 6 5 1,-1 319 207 31 -1,21,2,3,0.4
22,260,383,True,3,63.05136654969375,260 321 341 383,-1 1144 -1,22,2,1,0.6666666666666666
23,10,40,True,4,84.56651901052378,10 6 5 1 40,-1 31 18 -1,23,2,2,0.5
24,384,304,True,3,75.44721359549996,384 367 306 304,-1 1191 -1,24,2,1,0.6666666666666666
25,127,4,True,3,63.05150262026246,127 66 46 4,-1 211 -1,25,2,1,0.6666666666666666
26,318,392,True,3,71.08451542547286,318 314 332 392,-1 1105 -1,26,2,1,0.6666666666666666
27,229,124,True,3,64.04531432544294,229 187 166 124,-1 439 -1,27,2,1,0.6666666666666666
28,301,227,True,4,85.1953558291446,301 241 223 224 227,-1 889 694 -1,28,2,2,0.5
29,198,230,True,3,59.04822428221704,198 235 234 230,-1 846 -1,29,2,1,0.6666666666666666
30,215,135,True,3,74.24253562503634,215 218 158 135,-1 656 -1,30,2,1,0.6666666666666666
31,221,381,True,3,70.11470786693528,221 281 321 381,-1 983 -1,31,2,1,0.6666666666666666
32,124,203,True,3,70.07018624063436,124 166 206 203,-1 394 -1,32,2,1,0.6666666666666666
33,10,40,True,4,84.56651901052378,10 6 5 1 40,-1 31 18 -1,33,2,2,0.5
34,306,220,True,3,67.05862103817606,306 302 281 220,-1 1035 -1,34,2,1,0.6666666666666666
35,55,6,True,3,70.04647394123401,55 32 10 6,-1 145 -1,35,2,1,0.6666666666666666
36,144,0,True,5,111.72841647324607,144 126 106 46 4 0,-1 323 260 152 -1,36,2,3,0.4
37,390,252,True,3,71.0436435780472,390 352 312 252,-1 1175 -1,37,2,1,0.6666666666666666
38,7,187,True,3,74.13483997249264,7 67 127 187,-1 231 -1,38,2,1,0.6666666666666666
39,398,313,True,3,68.04772739599034,398 338 317 313,-1 1159 -1,39,2,1,0.6666666666666666
40,76,6,True,3,74.25819888974716,76 53 10 6,-1 179 -1,40,2,1,0.6666666666666666
41,233,138,True,3,71.14142135623732,233 237 198 138,-1 865 -1,41,2,1,0.6666666666666666
42,58,9,True,3,73.09166984970282,58 54 32 9,-1 188 -1,42,2,1,0.6666666666666666
43,381,220,True,3,71.109108945118,381 321 281 220,-1 1139 -1,43,2,1,0.6666666666666666
44,153,238,False,0,inf,,,44,0,0,0.0
45,199,253,True,3,60.05219957509719,199 216 215 253,-1 635 -1,45,2,1,0.6666666666666666
46,153,238,False,0,inf,,,46,0,0,0.0
47,346,260,True,3,67.06008417681261,346 305 303 260,-1 1059 -1,47,2,1,0.6666666666666666
48,41,10,True,4,86.30614521989571,41 1 5 6 10,-1 2 21 -1,48,2,2,0.5
49,155,236,True,4,88.3850036637794,155 136 178 198 236,-1 348 414 -1,49,2,2,0.5
50,3,147,True,3,74.1690308509457,3 27 87 147,-1 134 -1,50,2,1,0.6666666666666666
51,139,212,True,3,74.11785113019775,139 198 236 212,-1 454 -1,51,2,1,0.6666666666666666
52,238,133,True,3,73.72941573387055,238 178 136 133,-1 412 -1,52,2,1,0.6666666666666666
53,386,301,True,3,74.20851441405708,386 346 305 301,-1 1167 -1,53,2,1,0.6666666666666666
54,327,260,True,3,62.03851856078857,327 304 303 260,-1 1053 -1,54,2,1,0.6666666666666666
55,23,120,True,5,109.1612742709268,23 26 86 125 124 120,-1 119 241 312 -1,55,2,3,0.4
56,358,273,True,3,68.04632410546121,358 317 315 273,-1 1129 -1,56,2,1,0.6666666666666666
57,4,52,True,3,73.08451542547286,4 8 11 52,-1 62 -1,57,2,1,0.6666666666666666
58,186,235,True,3,73.10050378152593,186 209 212 235,-1 557 -1,58,2,1,0.6666666666666666
59,223,123,True,3,74.18898223650461,223 206 146 123,-1 503 -1,59,2,1,0.6666666666666666
60,107,210,True,3,70.07980868844676,107 167 207 210,-1 409 -1,60,2,1,0.6666666666666666
61,358,353,True,3,73.05661385170723,358 317 314 353,-1 1128 -1,61,2,1,0.6666666666666666
62,380,392,True,4,85.54657464328326,380 383 387 388 392,-1 1211 1229 -1,62,2,2,0.5
63,209,198,True,3,73.11952286093344,209 213 216 198,-1 608 -1,63,2,1,0.6666666666666666
64,261,347,True,3,69.07930515857181,261 303 305 347,-1 1047 -1,64,2,1,0.6666666666666666
65,299,393,True,4,96.35177666738528,299 318 314 332 393,-1 1133 1105 -1,65,2,2,0.5
66,138,232,True,3,74.11785113019775,138 198 236 232,-1 454 -1,66,2,1,0.6666666666666666
67,46,52,True,3,73.08451542547286,46 8 11 52,-1 62 -1,67,2,1,0.6666666666666666
68,152,238,False,0,inf,,,68,0,0,0.0
69,9,127,True,3,62.04173919355648,9 47 67 127,-1 174 -1,69,2,1,0.6666666666666666
70,24,53,True,4,87.33848868273348,24 6 10 11 53,-1 35 84 -1,70,2,2,0.5
71,233,220,True,4,81.43383711485924,233 229 205 204 220,-1 738 493 -1,71,2,2,0.5
72,19,13,True,3,73.06788442333021,19 57 54 13,-1 204 -1,72,2,1,0.6666666666666666
