cluster,num_segments,num_episodes,min_h,median_h,mean_h,max_h
1,22244,72,1,10.0,11.039830965653659,25
3,12517,95,1,6.0,9.017576096508748,25
4,16496,93,1,7.0,10.048617846750728,25
5,6047,84,1,5.0,6.042169670911195,25
6,18460,109,1,8.0,10.051408450704225,25
7,17617,107,1,8.0,10.074927626724186,25
8,4155,105,1,3.0,3.995667870036101,18
9,32711,126,1,9.0,10.815352633670631,25
10,15064,126,1,6.0,8.785448751991503,25
11,6126,100,1,4.0,5.744857982370226,25
12,33943,88,1,10.0,11.191909966708895,25
18,6824,14,1,10.5,11.376905041031653,25
26,5741,85,1,5.0,6.348022992510016,25
27,4112,74,1,4.0,5.584630350194552,25
31,6347,59,1,8.0,9.743500866551127,25
32,15706,105,1,8.0,9.461352349420604,25
46,23879,97,1,8.0,10.289124335189916,25
47,16893,84,1,7.0,9.94459243473628,25
53,9228,103,1,5.0,6.202319029042046,25
54,2829,70,1,4.0,4.530929657122658,21
55,8831,69,1,8.0,9.790623938398822,25
56,2708,61,1,4.0,4.982644017725258,25
57,2608,54,1,4.0,4.575920245398773,24
66,4500,82,1,4.0,5.647333333333333,25
67,3838,67,1,5.0,6.879624804585721,25
86,14854,86,1,7.0,9.285377676046856,25
87,10582,81,1,6.0,9.359005859005858,25
101,3378,47,1,4.0,6.153641207815276,25
106,5294,83,1,5.0,6.020967132602947,25
107,2855,72,1,4.0,5.030122591943958,25
121,16842,80,1,7.0,9.865633535209595,25
123,6902,81,1,5.0,7.588959721819762,25
124,10296,84,1,7.0,9.490384615384615,25
125,3554,72,1,4.0,4.651941474395048,19
126,11320,124,1,5.0,7.704593639575972,25
127,6895,63,1,6.0,9.395213923132705,25
136,3702,47,1,4.0,6.820367368989735,25
146,7055,109,1,4.0,6.191353649893692,25
147,3430,59,1,4.0,6.32128279883382,25
158,3874,66,1,4.0,6.249870934434693,25
166,11814,88,1,6.0,8.246402573218216,25
167,6135,63,1,5.0,8.347677261613692,25
178,9288,84,1,6.0,7.916343669250646,25
186,10634,94,1,6.0,8.590652623659958,25
187,6608,71,1,6.0,8.201725181598063,25
198,9932,93,1,6.0,7.5455094643576315,25
202,1392,42,1,3.0,4.098419540229885,17
203,3454,68,1,4.0,5.673132599884192,25
204,5904,74,1,5.0,7.8433265582655824,25
205,2761,57,1,4.0,4.595436436073887,25
206,9528,116,1,5.0,7.101700251889169,25
207,10733,117,1,6.0,8.024690207770428,25
208,4548,64,1,5.0,5.7240545294635,24
209,6449,87,1,5.0,7.801364552643821,25
210,7716,92,1,6.0,8.449585277345776,25
211,2608,53,1,4.0,4.4593558282208585,18
212,9523,86,1,6.0,9.247506038013231,25
213,4358,75,1,4.0,6.444011014226709,25
215,8439,77,1,6.0,9.074771892404314,25
216,4413,77,1,5.0,7.261500113301609,25
217,7096,75,1,7.0,8.778466741826382,25
218,11038,113,1,5.0,7.546657003080268,25
221,11809,88,1,6.0,9.075366246083496,25
222,1648,45,1,4.0,5.285800970873787,25
223,5602,56,1,5.0,8.738486254908961,25
224,8124,58,1,6.0,9.505662235352043,25
226,7711,64,1,6.0,9.448190896122423,25
227,6959,59,1,6.0,9.284811036068401,25
229,10809,75,1,7.0,10.20316402997502,25
230,7264,70,1,5.0,8.768997797356828,25
231,2609,60,1,4.0,5.3545419701034875,24
232,18007,133,1,7.0,9.578386183150997,25
233,9945,121,1,5.0,7.252287581699346,25
234,2131,72,1,3.0,3.4791177850774284,15
235,16193,97,1,8.0,10.423207558821714,25
236,5916,88,1,4.0,7.373394185260311,25
237,1356,56,1,3.0,3.4446902654867255,14
238,9349,45,1,9.0,10.642100759439511,25
241,5212,73,1,4.0,6.437643898695319,25
252,10838,98,1,6.0,8.044104078243219,25
253,3968,70,1,4.0,5.573336693548387,25
260,5714,66,1,5.0,7.027651382569128,25
261,15413,69,1,8.0,10.005644585739311,25
272,21634,105,1,8.0,10.122723490801516,25
273,8543,64,1,5.0,7.764836708416247,25
281,5594,91,1,4.0,5.466571326421166,25
292,7512,108,1,5.0,6.800053248136315,25
293,5598,90,1,5.0,6.444801714898178,25
300,6486,72,1,5.0,7.981190255935862,25
301,17789,120,1,7.0,9.449940974759683,25
302,3827,86,1,4.0,4.697151816043899,24
303,5993,87,1,5.0,7.556983147004839,25
304,7306,75,1,6.0,8.758417738844786,25
305,6124,72,1,6.0,7.4756694970607445,25
306,13997,92,1,7.0,9.413088518968351,25
312,39632,120,1,9.0,10.927508074283407,25
313,14294,145,1,5.0,8.116062683643486,25
314,3327,90,1,3.0,3.976254884280132,21
315,14897,89,1,9.0,10.45895146673827,25
316,6392,84,1,5.0,8.287546933667084,25
317,8183,76,1,7.0,8.71892948796285,25
318,14105,73,1,9.0,10.60560085076214,25
321,3901,67,1,4.0,5.180722891566265,25
332,7150,109,1,4.0,5.8076923076923075,25
338,4851,52,1,5.0,5.797773654916512,25
341,18377,75,1,8.0,9.994286336181096,25
346,8857,56,1,6.0,8.63068759173535,25
352,34828,116,1,9.0,10.634575628804411,25
353,7335,68,1,6.0,9.028493524199046,25
367,5047,75,1,5.0,6.288091935803448,25
372,12845,112,1,6.0,8.231374075515765,25
383,7886,70,1,6.0,8.550342378899316,25
384,10126,71,1,7.0,9.44578313253012,25
386,10259,77,1,7.0,9.236865191539136,25
387,12621,94,1,7.0,9.178908168924808,25
388,3597,97,1,4.0,4.5451765360022245,25
389,26117,120,1,9.0,10.583489681050656,25
390,15057,124,1,6.0,8.586571030085674,25
391,4894,88,1,5.0,6.561912545974663,25
392,30117,90,1,10.0,11.256134409137696,25
